Representative_Sequence	total	CL3	CC1	SV1	M31Fcsw	M11Fcsw	M31Plmr	M11Plmr	F21Plmr	M31Tong	M11Tong	LMEpi24M	SLEpi20M	AQC1cm	AQC4cm	AQC7cm	NP2	NP3	NP5	TRRsed1	TRRsed2	TRRsed3	TS28	TS29	Even1	Even2	Even3
Akkermansia	0.0186907421494504	4.38643919392034e-05	2.59347044624215e-05	3.69964073621917e-05	0.00815996527068504	0.00392861730933687	1.81304375966087e-06	0.000108163143536031	2.58346397049477e-07	3.87519595574216e-06	2.48610133261446e-05	2.60126539296811e-06	2.58346397049477e-07	0.000197847755604716	2.58346397049477e-07	9.01836566909187e-06	2.58346397049477e-07	5.12833000955462e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	9.53877223483432e-05	0.000886235658668216	0.00515091001154594	4.04535732825653e-06	2.58346397049477e-07	3.4104313436374e-06
Alcaligenes	1.46915458009934e-05	2.58346397049477e-07	2.58346397049477e-07	3.59817012115332e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.1120891520131e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.03931939568902e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Alcanivorax	0.00164917865120872	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.29173198524739e-06	1.2559679861597e-05	2.58346397049477e-07	2.58346397049477e-07	1.18812528210299e-05	2.46653577178349e-05	2.65384042131767e-05	0.000893494760271194	2.70432562658278e-05	4.85537120259533e-06	0.000435874307365859	0.000124354769317659	8.17978114981584e-05	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Algibacter	0.000327697630409147	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.03813490281094e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	8.19822563148632e-06	8.06130760033844e-05	2.09449580220058e-05	8.73815385908115e-05	0.000124354769317659	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Algoriphagus	0.0126266343575271	6.07248580267001e-06	3.44934904842122e-05	0.000197307946119176	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000214499052131139	1.29173198524739e-06	0.000221682348758905	0.000716410586149512	0.00897477473828426	9.90530510008827e-05	2.87331929379658e-05	4.84384523932827e-05	2.58346397049477e-07	2.70432562658278e-05	4.85537120259533e-06	0.00104573665272219	0.000930981518301619	6.82079006479736e-05	1.78326431834236e-06	2.58346397049477e-07	2.151851862653e-06	2.58346397049477e-07	1.30904137924545e-06
Alicycliphilus	6.2370979380177e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.5673317416904e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.28710338480538e-06	1.51414581580565e-05	6.06979960903967e-06	8.39401683731128e-06	4.63835603307068e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Alicyclobacillus	0.000810000228100224	1.47936949111008e-05	0.000173573763338311	3.03167599139841e-05	2.58346397049477e-07	2.58346397049477e-07	2.2024109473609e-05	0.000165969284860485	8.21739103542013e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	5.25614253049612e-05	4.09366985983585e-05	0.000118518606569622	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.78186107224303e-05	2.74381680974191e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Aliivibrio	0.000605884916354982	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.06979960903967e-06	8.39401683731128e-06	2.58346397049477e-07	3.99577425692337e-05	0.000516476609322595	1.4049420813687e-05	2.58346397049477e-07	1.57703992621256e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Alishewanella	0.000444816890417377	2.93290434251521e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.4250622660552e-05	4.1120891520131e-06	2.58346397049477e-07	2.3251175734453e-06	2.58346397049477e-07	1.03931939568902e-06	2.58346397049477e-07	3.51270656689906e-05	4.32618161718038e-06	9.01836566909187e-06	3.59878029520153e-05	0.000238887543409802	1.17509084109141e-05	2.58346397049477e-07	4.6794504992278e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.99211006105829e-06	3.77605866460198e-06	2.58346397049477e-07
Alistipes	0.182146607827898	0.000270615828758404	0.000145757708767491	0.000237385830808422	0.0327225234136655	0.0761392996539889	0.000160392174746023	0.000123578114555885	5.06679242168352e-05	4.36605411013617e-05	0.000270887682617096	8.06985652569226e-05	9.69985728435949e-05	0.000604649480444029	0.000134496908661369	0.000105378577661558	1.21681652487047e-05	6.35681333596164e-05	8.76018177024206e-05	0.00357230922634129	0.000155378875047811	0.00319388739619048	0.0171494852892569	0.0065413901188675	0.0137291197247554	0.0144639186198171	0.0119907894832175
Alkalibacterium	0.000225989475237056	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	8.03183321010645e-06	3.87957739466857e-05	4.4366726989362e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.69333820330205e-06	0.00012667652854956	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Alkalimonas	0.000204144109191379	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.03813490281094e-06	2.58346397049477e-07	1.81304375966087e-06	4.1120891520131e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.82029239432857e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	8.73815385908115e-05	7.78186107224303e-05	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	4.99211006105829e-06	3.77605866460198e-06	3.4104313436374e-06
Alkaliphilus	0.000191575946035832	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.21732726533226e-05	2.58346397049477e-07	2.58346397049477e-07	0.000108842716452583	5.46179897977888e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Alkanindiges	0.00514986926180963	2.64219737223419e-05	0.000965261470353947	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000105977767054624	0.000562904788621738	5.06679242168352e-05	2.58346397049477e-07	2.48610133261446e-05	4.94418438888675e-06	0.000245829690453665	3.51270656689906e-05	5.72080394788821e-05	3.96784331212403e-05	2.58346397049477e-07	7.56332181580719e-06	2.5568587998224e-06	0.00113285984491596	0.00144287926284913	0.000435135493602964	2.58346397049477e-07	2.58346397049477e-07	3.09860459545477e-06	3.77605866460198e-06	1.30904137924545e-06
Allobaculum	2.01023075195514e-05	8.97955550548027e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.92243848488366e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Allochromatium	3.11897538358759e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.32618161718038e-06	4.63835603307068e-06	2.58346397049477e-07	2.69333820330205e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Alloiococcus	0.000212924268693898	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000189091741390267	1.28607408519959e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.97912433730123e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.30904137924545e-06
Alloscardovia	0.000276019816350428	6.07248580267001e-06	6.67743591339248e-06	3.69964073621917e-05	2.58346397049477e-07	2.58346397049477e-07	9.58653057271784e-06	1.18195746619403e-05	6.32703186717817e-05	2.58346397049477e-07	7.40663471843348e-05	5.02406183099804e-05	2.58346397049477e-07	2.58346397049477e-07	4.32618161718038e-06	4.63835603307068e-06	2.58346397049477e-07	2.58346397049477e-07	2.5568587998224e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.151851862653e-06	2.58346397049477e-07	2.58346397049477e-07
Alteromonas	0.0145267568432824	2.58346397049477e-07	2.39804290249714e-06	3.59817012115332e-06	1.03813490281094e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.32703186717817e-05	1.80842477934634e-06	2.58346397049477e-07	1.82029239432857e-06	2.58346397049477e-07	0.000133921770272824	0.000341956504888045	0.000136038645113707	0.0099449570875292	0.00332402216193181	6.46166936746914e-05	8.73815385908115e-05	0.000170890927912887	0.000231286830850191	3.30818223963525e-06	2.21676908341788e-06	6.88561552666182e-06	1.43091715290031e-06	2.35973636144142e-06
Alysiella	9.8264010485092e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.36774112227227e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Amaricoccus	0.0206966195788026	2.35149040195316e-05	0.000297676160654275	0.000180608827498657	1.03813490281094e-06	9.23043345093441e-07	1.89147147483862e-05	0.0147755080689276	0.000271209827178398	4.90858154394007e-06	7.40663471843348e-05	1.11919683780031e-05	1.51414581580565e-05	9.90530510008827e-05	0.000175175260862678	0.000122898616205643	0.000163025870703005	0.000231582567991044	0.000237005123882661	0.00252683092001615	0.00110161409981746	0.000353596028501855	2.58346397049477e-07	2.21676908341788e-06	4.99211006105829e-06	2.58346397049477e-07	3.4104313436374e-06
Ammoniphilus	0.000200031426269616	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.33808029268312e-05	6.5595436245227e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000108842716452583	5.46179897977888e-05	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Amphritea	0.00989982066177842	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.75039191148432e-07	1.2559679861597e-05	1.03931939568902e-06	2.58346397049477e-07	4.09385188809808e-05	5.72080394788821e-05	6.15784813013463e-05	4.2282860142679e-06	8.79180514221421e-05	7.84077680913289e-05	0.00331093964976	0.00594137459372122	0.000299236385101116	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Amycolatopsis	0.00326009666332597	0.000575858147553482	0.000135059226240253	0.00228469777368408	2.58346397049477e-07	9.23043345093441e-07	2.58346397049477e-07	7.34794587413583e-05	6.5595436245227e-06	2.58346397049477e-07	3.71623467906921e-05	2.6811428350794e-05	3.97912433730123e-06	1.769270603302e-05	4.32618161718038e-06	3.09184138491979e-05	8.19822563148632e-06	2.69333820330205e-06	2.58346397049477e-07	2.58346397049477e-07	4.6794504992278e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.35973636144142e-06
Anabaena	0.00182270669552121	2.58346397049477e-07	8.81713241884015e-06	1.0277817569361e-05	2.58346397049477e-07	3.58183113726929e-06	2.58346397049477e-07	4.1120891520131e-06	6.5595436245227e-06	4.39188874984112e-06	0.000430805017656214	0.00126074876620128	3.97912433730123e-06	2.58346397049477e-07	4.32618161718038e-06	4.40584427572615e-05	1.61381048659232e-05	2.58346397049477e-07	2.5568587998224e-06	2.58346397049477e-07	1.57703992621256e-05	2.58346397049477e-07	1.78326431834236e-06	2.21676908341788e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Anabaenopsis	1.29647903124028e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.50613038616584e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Anaerobacillus	1.67364774955979e-05	2.58346397049477e-07	2.58346397049477e-07	1.0277817569361e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Anaerobiospirillum	0.00016925847214848	0.000125262343617891	1.73759184406308e-05	1.69574650175687e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.97912433730123e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Anaerococcus	0.188765981217618	0.000206660295296578	0.000218507389952712	0.000153890237705826	0.00496283239706303	4.14695571757752e-05	0.0131094665079363	0.038144604135027	0.00643378071564721	2.04093653669087e-05	0.000258586349152548	1.66587793684799e-05	4.86284596203222e-05	0.00092427940710349	6.94115451392748e-05	2.65384042131767e-05	8.19822563148632e-06	3.67832234908381e-05	6.46166936746914e-05	0.00888682395016077	0.000124354769317659	0.00434902981845619	0.00019087308655866	3.55099547516807e-05	0.0352270340284851	0.0422233586938298	0.0329836752274931
Anaerofustis	0.0320172844818781	8.45633677785471e-05	4.94713660223458e-05	6.37149971550225e-05	4.15728892585681e-06	9.23043345093441e-07	3.36774112227227e-06	2.58346397049477e-07	2.58346397049477e-07	2.3251175734453e-06	8.63676806488824e-05	2.58346397049477e-07	1.88622360983082e-05	0.000180413395968745	1.65296872775731e-05	4.63835603307068e-06	4.2282860142679e-06	1.97382808470701e-05	9.45239600814118e-06	0.00226546134343486	2.58346397049477e-07	0.000883602551659063	3.53314585867859e-05	7.6636831165417e-05	0.00973476994506478	0.00938082439320373	0.00909087133235661
Anaeroglobus	8.89047177799463e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.17744250771736e-05	4.1120891520131e-06	6.5595436245227e-06	7.75039191148432e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Anaerolinea	0.0153910284686151	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.96583190697672e-06	2.58346397049477e-07	7.75039191148432e-07	2.48610133261446e-05	4.1632113902472e-06	3.37453478593152e-05	0.00288855059275617	0.00713524132250665	0.00505478946636551	3.59878029520153e-05	2.69333820330205e-06	2.58346397049477e-07	8.73815385908115e-05	7.78186107224303e-05	2.74381680974191e-05	1.78326431834236e-06	2.58346397049477e-07	4.99211006105829e-06	2.58346397049477e-07	2.58346397049477e-07
