OTU	Size	Taxonomy
Thiococcus	3	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiococcus;
Thiocystis	1	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocystis;
Thiohalomonas	80	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;NA;Thiohalomonas;
Thiohalospira	915	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thiohalospira;
Thiomicrospira	6	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Piscirickettsiaceae;Thiomicrospira;
Thiomonas	289	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Thiomonas;
Thioploca	4	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thioploca;
Thiorhodococcus	1	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodococcus;
Thiorhodospira	10	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thiorhodospira;
Thiorhodovibrio	17	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodovibrio;
Thiothrix	14265	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;
Tissierella	5	Bacteria;Firmicutes;Clostridia;Clostridiales;ClostridialesFamilyXI.IncertaeSedis;Tissierella;
TM3	10138	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;TM3;
Tolumonas	2	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas;
Trabulsiella	8	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Trabulsiella;
Treponema	3687	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema;
Trichococcus	28	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Trichococcus;
Trichormus	5	Bacteria;Cyanobacteria;Nostocophycideae;Nostocales;Nostocaceae;Trichormus;
Tropheryma	709	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;Tropheryma;
Tsukamurella	1018	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Tsukamurellaceae;Tsukamurella;
Turicibacter	1445	Bacteria;Firmicutes;Bacilli;Turicibacterales;Turicibacteraceae;Turicibacter;
u114	162	Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;u114;
Ulvibacter	700	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Ulvibacter;
Umboniibacter	391	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alteromonadaceae;Umboniibacter;
Ureaplasma	26	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Ureaplasma;
Ureibacillus	6	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Ureibacillus;
Vagococcus	748	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus;
Varibaculum	1064	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Varibaculum;
Variovorax	52	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;
Veillonella	169754	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Veillonella;
Verminephrobacter	171	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Verminephrobacter;
Verrucomicrobium	12374	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;
Verrucosispora	470	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Verrucosispora;
Vibrio	6003	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
Virgibacillus	6	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;
Virgisporangium	2681	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Virgisporangium;
Vitreoscilla	2	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Vitreoscilla;
Vogesella	663	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Vogesella;
Volucribacter	33	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Volucribacter;
W22	143	Bacteria;Spirochaetes;WWE1;PBS_18;SHA_4;W22;
Waddlia	5	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Waddliaceae;Waddlia;
Wautersiella	197	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Wautersiella;
WCHB1_05	10436	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolinaceae;WCHB1_05;
Weissella	113	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;
Williamsia	286	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Williamsiaceae;Williamsia;
Winogradskyella	368	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Winogradskyella;
Wolbachia	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Wolbachia;
Xanthobacter	487	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter;
Xanthomonas	155	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;
Xenophilus	651	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Xenophilus;
Xenorhabdus	4668	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Xenorhabdus;
Yaniella	84	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Yaniellaceae;Yaniella;
Yersinia	166	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;
Yonghaparkia	716	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Yonghaparkia;
ZA3312c	32604	Bacteria;SAR406;AB16;Arctic96B_7;A714017;ZA3312c;
ZD0117	2387	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alteromonadaceae;ZD0117;
Zhihengliuella	1	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Zhihengliuella;
Zhouia	29	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Zhouia;
Zobellella	5	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Zobellella;
Zobellia	34	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Zobellia;
Zoogloea	123	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Zoogloea;
Zooshikella	1	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Zooshikella;
Zplanct13	210	Bacteria;Spirochaetes;WWE1;PBS_18;SHA_4;Zplanct13;
Zymomonas	4845	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas;
