OTU	total	CL3	CC1	SV1	M31Fcsw	M11Fcsw	M31Plmr	M11Plmr	F21Plmr	M31Tong	M11Tong	LMEpi24M	SLEpi20M	AQC1cm	AQC4cm	AQC7cm	NP2	NP3	NP5	TRRsed1	TRRsed2	TRRsed3	TS28	TS29	Even1	Even2	Even3
Sulfitobacter	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	130	21	13	97	21	0	0	0	0	0
Sulfolobus	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuricurvum	206	0	0	0	0	0	0	0	0	1	0	0	2	10	87	106	0	0	0	0	0	0	0	0	0	0	0
Sulfurimonas	691	0	0	0	0	0	0	0	0	3	0	0	0	8	6	2	35	124	7	134	189	182	0	0	0	0	1
Sulfurospirillum	22	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	19	0	0	0	0	0	0	0	0	0
Sulfurovum	206	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	157	4	4	11	27	0	0	0	0	0
Sutterella	981	283	124	115	13	74	1	62	1	1	3	32	23	54	83	84	8	13	0	0	0	0	3	1	3	0	0
Symbiobacterium	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Symploca	30	0	0	11	0	0	0	0	0	0	0	2	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
Syntrophobacter	14054	1	1	0	2	0	1	0	0	2	11	16	23	1487	6821	5625	37	1	2	1	2	2	1	5	11	1	1
Syntrophomonas	236	0	0	0	0	0	0	0	0	0	1	0	1	34	79	119	0	0	0	0	0	2	0	0	0	0	0
Syntrophus	5019	0	0	1	0	1	0	0	0	2	0	8	8	207	2252	2516	15	0	0	0	3	0	0	2	4	0	0
T78	311	0	0	0	0	0	0	0	0	0	0	0	1	41	178	78	0	0	0	1	1	10	1	0	0	0	0
Tannerella	1399	1	2	0	1	2	922	10	275	144	32	6	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0
Tatlockia	172	9	48	95	0	0	0	0	0	0	0	1	1	0	4	2	0	1	0	4	5	2	0	0	0	0	0
Telmatospirillum	101	82	16	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tenacibaculum	11502	3	1	0	0	1	0	9	1	18	1	5	1	147	10	4	49	10762	449	5	8	5	2	4	11	4	2
Tepidibacter	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tepidimonas	927	3	6	5	0	0	23	677	20	2	0	37	19	24	45	55	2	7	0	0	1	1	0	0	0	0	0
Teredinibacter	172	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	112	18	18	19	2	0	0	0	0	1
Terracoccus	347	4	292	2	0	0	7	29	1	1	0	1	3	0	1	1	0	0	0	0	2	2	0	0	0	1	0
Terribacillus	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Terriglobus	114	51	41	0	0	0	0	20	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Tessaracoccus	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetragenococcus	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetrasphaera	276	1	135	2	0	0	4	93	2	1	0	0	5	2	2	3	0	0	0	7	14	2	0	0	0	3	0
Tetrathiobacter	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG5	312	0	0	0	0	0	201	13	75	18	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thalassobacillus	6	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Thalassobacter	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	1	1	0	0	0	0	0	0	0
Thalassobius	66	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	39	24	0	0	0	0	0	0	0	0
Thalassomonas	1701	0	0	0	0	0	0	0	0	2	0	0	0	24	20	15	2	1241	13	62	215	104	0	0	1	0	2
Thalassospira	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Thauera	1943	56	158	11	2	0	3	35	3	2	9	146	714	195	256	327	11	4	5	0	2	0	0	1	1	2	0
Thermanaerovibrio	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermicanus	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermincola	11	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoactinomyces	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermobacillus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Thermobifida	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Thermomonas	4081	231	386	61	1	0	58	1804	68	4	7	277	2	18	12	1	0	1	0	2	7	6	2	1	433	324	375
Thermomonospora	4	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Thermonema	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	1	0	0	0	0	0
Thermosinus	400	1	22	0	0	0	0	0	1	0	1	0	0	223	79	66	1	0	1	0	0	1	0	1	3	0	0
Thermosynechococcus	38	0	0	3	0	0	0	0	0	0	0	0	0	30	5	0	0	0	0	0	0	0	0	0	0	0	0
Thermus	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thioalkalivibrio	60	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	15	32	2	1	2	2	0
Thiobacillus	222	1	1	0	0	0	0	2	0	1	0	0	1	22	103	78	1	0	0	0	10	2	0	0	0	0	0
Thiocapsa	59	0	0	0	0	0	0	0	0	0	0	1	2	11	19	26	0	0	0	0	0	0	0	0	0	0	0
Thioclava	1929	2	19	7	0	0	81	440	85	2	1	3	9	109	58	45	39	906	53	6	40	15	0	1	4	4	0
Thiococcus	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Thiocystis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Thiohalomonas	80	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	15	0	14	31	17	0	0	0	0	0
Thiohalospira	915	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	35	699	177	0	0	1	0	0
Thiomicrospira	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0
Thiomonas	289	4	17	1	0	1	0	2	0	1	1	10	1	4	16	9	23	7	190	0	0	1	0	0	0	0	1
Thioploca	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Thiorhodococcus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Thiorhodospira	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	3	0	0	0	0	0	0
Thiorhodovibrio	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	14	0	0	0	0	0
Thiothrix	14265	1	4	1	1	3	0	59	1	26	6	15	5	160	648	229	171	9806	2378	52	468	196	0	0	16	9	10
Tissierella	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0
TM3	10138	2	4	0	0	0	1	0	0	2	1	20	18	495	4196	4734	27	4	2	32	266	323	2	1	7	1	0
Tolumonas	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Trabulsiella	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	2
Treponema	3687	521	50	135	1	0	789	42	1497	115	51	14	8	102	117	110	1	4	1	1	116	3	0	1	5	1	2
Trichococcus	28	0	0	0	0	0	5	1	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trichormus	5	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Tropheryma	709	4	47	107	0	0	12	37	24	3	2	118	18	7	66	91	23	87	52	4	3	2	1	0	0	0	1
Tsukamurella	1018	3	1	3	0	0	7	998	2	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Turicibacter	1445	6	6	3	114	597	9	14	15	2	0	0	0	0	2	0	0	0	0	0	70	150	430	26	0	1	0
u114	162	0	0	0	0	0	0	0	0	1	0	0	130	15	13	1	0	0	1	0	0	0	0	1	0	0	0
Ulvibacter	700	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	672	20	6	0	1	0	0	0	0	0
Umboniibacter	391	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	5	91	14	5	188	74	0	0	0	1	0
Ureaplasma	26	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ureibacillus	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vagococcus	748	0	5	0	0	0	155	8	34	537	5	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0
Varibaculum	1064	0	0	0	769	1	190	89	8	0	0	0	0	0	1	0	0	0	0	0	0	0	5	1	0	0	0
Variovorax	52	14	25	4	0	0	3	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella	169754	24	51	19	195	63	26718	873	10749	103811	25090	1051	40	135	90	86	35	63	248	42	31	35	47	35	102	86	35
Verminephrobacter	171	3	30	0	0	0	0	8	0	0	5	53	11	8	24	26	1	1	0	0	0	0	0	0	1	0	0
Verrucomicrobium	12374	3	3	1	2	7	1	0	5	37	8	7	46	172	349	74	9767	126	1456	89	149	38	5	5	15	3	6
Verrucosispora	470	90	166	206	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	1	0
Vibrio	6003	0	1	0	0	1	9	149	1	6	2	2	3	32	8	3	247	4191	680	137	515	11	0	0	1	0	4
Virgibacillus	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
Virgisporangium	2681	69	232	2352	0	0	0	0	0	2	1	0	0	1	1	0	0	1	0	0	2	0	2	0	1	4	13
Vitreoscilla	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vogesella	663	33	124	11	0	0	0	0	0	1	1	82	60	68	172	102	2	4	2	0	1	0	0	0	0	0	0
Volucribacter	33	0	0	0	0	0	3	0	2	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
W22	143	0	0	0	0	0	0	0	0	0	0	0	0	20	82	41	0	0	0	0	0	0	0	0	0	0	0
Waddlia	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Wautersiella	197	6	3	3	0	0	87	73	5	0	0	5	2	1	1	2	1	4	2	0	1	1	0	0	0	0	0
WCHB1_05	10436	0	0	0	0	2	7	0	0	4	1	13	17	1464	4744	4059	25	8	3	12	51	11	0	4	8	0	3
Weissella	113	0	1	0	0	0	61	26	13	0	0	0	0	0	0	0	0	2	1	0	0	0	0	9	0	0	0
Williamsia	286	15	30	87	0	0	1	102	13	0	0	0	1	2	2	3	0	0	0	0	24	2	0	0	4	0	0
Winogradskyella	368	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	20	149	59	72	42	21	1	1	1	0	0
Wolbachia	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthobacter	487	204	241	0	1	0	0	0	0	2	0	2	0	4	15	17	0	0	0	0	0	0	0	0	0	1	0
Xanthomonas	155	0	34	0	0	0	46	71	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0
Xenophilus	651	50	373	5	1	0	16	77	6	1	0	10	1	23	40	44	1	0	0	0	0	1	0	0	0	2	0
Xenorhabdus	4668	4	2	1	1	1	0	0	0	8	2	0	0	5	0	2	0	5	2	5	1	17	2	2	1771	1324	1513
Yaniella	84	1	1	2	0	0	37	15	18	1	1	1	4	0	0	0	0	0	1	0	2	0	0	0	0	0	0
Yersinia	166	0	23	0	0	0	16	84	32	0	0	0	1	2	1	0	0	0	2	0	0	0	0	0	1	2	2
Yonghaparkia	716	8	93	147	0	0	34	63	29	1	0	162	30	40	45	57	0	0	0	0	2	3	0	0	1	1	0
ZA3312c	32604	3	3	1	0	4	1	0	0	173	13	15	2	31	173	39	6027	372	25662	48	5	0	3	8	10	4	7
ZD0117	2387	0	0	0	0	0	1	1	1	6	1	3	1	7	10	2	375	275	431	8	702	557	2	0	4	0	0
Zhihengliuella	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zhouia	29	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	3	22	0	0	0	0	0	0	0	0
Zobellella	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1
Zobellia	34	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	32	1	0	0	0	0	0	0	0	0
Zoogloea	123	3	25	2	0	0	3	7	0	1	0	2	3	12	35	22	0	0	6	0	0	0	0	0	1	1	0
Zooshikella	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zplanct13	210	0	0	1	0	0	0	0	0	0	0	2	0	46	98	63	0	0	0	0	0	0	0	0	0	0	0
Zymomonas	4845	0	0	6	1	1	0	0	0	2	2	18	293	2349	1374	759	7	7	1	0	0	1	1	6	16	1	0
